"IMPORTANTE","cod_universidad","des_universidad","curso_academico","cod_campus","des_campus","cod_centro","des_centro","cod_naturaleza_centro","des_naturaleza_centro","cod_tipo_estudio","des_tipo_estudio","cod_titulacion","des_titulacion","cod_comunidad_centro_sec","des_comunidad_centro_sec","cod_provincia_centro_sec","des_provincia_centro_sec","cod_municipio_centro_sec","des_municipio_centro_sec","lat_municipio_centro_sec","lon_municipio_centro_sec","cod_naturaleza_centro_sec","des_naturaleza_centro_sec","nota_admision","cod_pais_fin_estudio_acceso","des_pais_fin_estudio_acceso","lat_pais_fin_estudio_acceso","lon_pais_fin_estudio_acceso","cod_continente_fin_estudio_acceso","des_continente_fin_estudio_acceso","cod_agregacion_paises_fin_estudio_acceso","des_agregacion_paises_fin_estudio_acceso","cod_estudio_acceso","des_estudio_acceso","cod_especialidad_acceso","des_especialidad_acceso","des_tipo_especialidad_acceso","cod_ocupacion_estudiante","des_ocupacion_estudiante","anio_fin_estudio_acceso","cod_forma_admision","des_forma_admision","ind_accede_al_SUE_por_1a_vez","anio_acceso_SUE","ind_se_matricula_en_primero","ind_curso_adaptacion","anio_nacimiento","cod_pais_nacionalidad","des_pais_nacionalidad","lat_pais_nacionalidad","lon_pais_nacionalidad","cod_continente_nacionalidad","des_continente_nacionalidad","cod_agregacion_paises_nacionalidad","des_agregacion_paises_nacionalidad","cod_pais_residencia","des_pais_residencia","lat_pais_residencia","lon_pais_residencia","cod_continente_residencia","des_continente_residencia","cod_agregacion_paises_residencia","des_agregacion_paises_residencia","cod_dedicacion","des_dedicacion","cod_genero","des_genero","cod_familia_numerosa","des_familia_numerosa","cod_nivel_estudios_madre","des_nivel_estudios_madre","cod_ocupacion_madre","des_ocupacion_madre","cod_nivel_estudios_padre","des_nivel_estudios_padre","cod_ocupacion_padre","des_ocupacion_padre"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","14","Córdoba","14021","CÓRDOBA","37.88473","-4.779152","1","Centro Público","5,91","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,"03","Técnicos y profesionales de apoyo","2019","11","Incorporación desde enseñanzas anteriores a las establecidas por el RD 1393/2007","NO","2004","NO","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","2","Sin Estudios","09","Trabajadores no cualificados","2","Sin Estudios","06","Trabajadores cualificados en la agricultura y en la pesca"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","2","Centro Privado","9,67","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0401","Actividades físicas y deportivas","Formación profesional o título equivalente",,,"2018","09","Convalidación parcial de estudios extranjeros (al menos 30 créditos reconocidos)","NO",,"NO","NO","1985","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo","3","Estudios Primarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","8,5","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE","10","Parado","2019","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","11","Jubilado","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","11","Cádiz","11038","UBRIQUE","36.67771","-5.446557","1","Centro Público","6,596","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0102","Ciencias y tecnología","Bachillerato LOE",,,"2018","08","Por poseer otro título universitario o título equivalente","NO","2008","NO","NO","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","10","Parado","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","41","Sevilla","41053","LEBRIJA","36.91951","-6.078367","1","Centro Público","7,93","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,"02","Técnicos y profesionales científicos e intelectuales","2016","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","2","Familia numerosa general","3","Estudios Primarios","11","Jubilado","3","Estudios Primarios","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","7,64","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0703","Humanidades y Ciencias Sociales","Bachillerato LOMCE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2003","NO","NO","1974","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","2","Familia numerosa general","3","Estudios Primarios","11","Jubilado","3","Estudios Primarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21013","BOLLULLOS PAR DEL CONDADO","37.33615","-6.535758","1","Centro Público","8,165","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1998","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","03","Técnicos y profesionales de apoyo","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21013","BOLLULLOS PAR DEL CONDADO","37.33615","-6.535758","1","Centro Público","10,324","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","1996","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","2","Familia numerosa general","5","Estudios Superiores","01","Directores y gerentes","5","Estudios Superiores","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","11","Cádiz","11030","ROTA","36.61699","-6.358202","1","Centro Público","7,1","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0102","Ciencias y tecnología","Bachillerato LOE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1997","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","11","Jubilado","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","2","Centro Privado","7,75","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","09","Convalidación parcial de estudios extranjeros (al menos 30 créditos reconocidos)","NO","1999","NO","NO","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios",,,"5","Estudios Superiores","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","8,37","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0203","Ciencias de la Naturaleza y de la Salud","Bachillerato LOGSE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2018","SÍ","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo","4","Estudios Secundarios","07","Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los operadores de instalaciones y maquinaria"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","2","Centro Privado","7,67","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0401","Actividades físicas y deportivas","Formación profesional o título equivalente",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2017","SÍ","NO","1986","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","11","Jubilado",,,,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","11","Cádiz","11901","BENALUP-CASAS VIEJAS","36.34284","-5.8094","1","Centro Público","7,3","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,"10","Parado","2018","04","Mayores de 25 años","SÍ","2019","SÍ","SÍ","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios",,,"3","Estudios Primarios","09","Trabajadores no cualificados"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21035","GIBRALEÓN","37.37495","-6.970141","1","Centro Público","8,155","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0401","Actividades físicas y deportivas","Formación profesional o título equivalente",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2016","SÍ","NO","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales","4","Estudios Secundarios","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","8","Castilla La Mancha","19","Guadalajara","19150","HUEVA","40.46245","-2.960818","1","Centro Público","7,7","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0402","Administración y gestión","Formación profesional o título equivalente",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2018","SÍ","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","2","Sin Estudios",,,"3","Estudios Primarios","08","Operadores de instalaciones y maquinaria y montadores"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","8,287","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0401","Actividades físicas y deportivas","Formación profesional o título equivalente",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","2","Sin Estudios","10","Parado","2","Sin Estudios","09","Trabajadores no cualificados"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","9","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","06","Técnico Deportivo/Técnica Deportiva  Superior o título equivalente","0204","Humanidades y Ciencias Sociales","Bachillerato LOGSE",,,"2017","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","NO","2017","SÍ","NO","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","09","Trabajadores no cualificados","4","Estudios Secundarios","00","Ocupaciones militares"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público",,"724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0423","Servicios socioculturales y a la comunidad","Formación profesional o título equivalente",,,"2017","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","NO","2017","SÍ","NO","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo","3","Estudios Primarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","6,06","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2016","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2016","SÍ","NO","1997","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21013","BOLLULLOS PAR DEL CONDADO","37.33615","-6.535758","1","Centro Público","8,544","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0401","Actividades físicas y deportivas","Formación profesional o título equivalente",,,"2018","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","1972","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","11","Jubilado","3","Estudios Primarios","10","Parado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","7,33","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0703","Humanidades y Ciencias Sociales","Bachillerato LOMCE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1997","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","2","Familia numerosa general","4","Estudios Secundarios","10","Parado","5","Estudios Superiores","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","8,42","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,"10","Parado","2019","08","Por poseer otro título universitario o título equivalente","NO","2000","NO","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No",,,,,"5","Estudios Superiores","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","2","Centro Privado","7,857","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0703","Humanidades y Ciencias Sociales","Bachillerato LOMCE",,,"2019","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","1986","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","09","Trabajadores no cualificados","3","Estudios Primarios","10","Parado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04902","El Carmen","21005952","FACULTAD DE EDUCACION, PSICOLOGIA Y CIENCAS DEL DEPORTE","1","Público","G","Grado","2501846","GRADO EN EDUCACIÓN PRIMARIA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","7,766","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","10","Parado","3","Estudios Primarios","09","Trabajadores no cualificados"
