"curso_academico","cod_universidad","des_universidad","cod_departamento","des_departamento","cod_municipio","des_municipio","cod_campus","des_campus","cod_situacion_departamento","des_situacion_departamento","fecha_desde_situacion_departamento"
"2017-18","010","Universidad Complutense de Madrid","55000643","Filosofía del Derecho, Moral y Política I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000644","Economía Aplicada IV","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000645","Derecho Financiero y Tributario","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000646","Derecho Romano","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000647","Derecho Eclesiástico del Estado","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000648","Historia del Derecho y de las Instituciones","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000649","Derecho Administrativo","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000650","Derecho Mercantil","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000651","Derecho del Trabajo y de la Seguridad Social","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000652","Derecho Internacional Público y Derecho Internacional Privado","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000653","Derecho Constitucional","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000654","Derecho Civil","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000655","Derecho Procesal","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000656","Sociología I","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000657","Sociología II","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000658","Sociología III","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000659","Sociología IV","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000660","Sociología V","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000661","Antropología Social","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000662","Economía Aplicada V","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000663","Ciencia Política y de la Administración I","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000664","Derecho Internacional Público y Relaciones Internacionales","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000665","Ciencia Política y de la Administración III","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000666","Psicología Social","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000667","Enfermería","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000668","Didáctica de las Matemáticas","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000669","Didáctica de la Lengua y la Literatura","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000670","Didáctica de las Ciencias Experimentales","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000671","Didáctica de la Expresión Plástica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000672","Didáctica de las Ciencias Sociales","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000673","Bioquímica y Biología Molecular IV","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000674","Física de la Tierra, Astronomía y Astrofísica II","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000675","Comercialización e Investigación de Mercados","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000676","Filología Española IV","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000677","Historia e Instituciones Económicas II","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000678","Matemática Aplicada - Biomatemática","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000679","Economía Financiera y Contabilidad III","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000680","Medicina Física y de Rehabilitación, Hidrología Médica","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000681","Expresión Musical y Corporal","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000682","Historia del Pensamiento y de los Movimientos Sociales y Políticos","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000683","Trabajo Social y Servicios Sociales","28115","POZUELO DE ALARCÓN","01002","Somosaguas","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000684","Teoría del Conocimiento, Estética e Historía del Pensamiento","28079","MADRID","01001","Ciudad Universitaria","4","Extinguido en el curso de referencia","20151201"
"2017-18","010","Universidad Complutense de Madrid","55000685","Microbiología III","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000686","Ciencia Política y de la Administración II","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000687","Biblioteconomía y Documentación","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000688","Dibujo II","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
